https://data.cdc.gov/NCHS/Weekly-Counts-of-Deaths-by-State-and-Select-Causes/muzy-jte6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Rhode Island,2019,24,6/15/2019,175,158,,35,,,,,,,,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,25,6/22/2019,207,186,0,43,,,0,11,,,,55,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,26,6/29/2019,191,174,0,47,,,,12,,,,45,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,27,7/6/2019,204,181,,44,,14,,14,,,,50,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,28,7/13/2019,182,165,0,40,,,,,0,,,39,11,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,29,7/20/2019,197,183,,51,,,,,0,,0,41,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
Rhode Island,2019,30,7/27/2019,187,166,,44,,,,10,,,0,45,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Rhode Island,2019,31,8/3/2019,180,165,0,41,,,,,,,0,38,11,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Rhode Island,2019,32,8/10/2019,199,185,,44,,,,10,,,,49,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,33,8/17/2019,188,167,0,39,,,,,0,,,46,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,34,8/24/2019,196,176,,52,,,,13,,,0,44,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2019,35,8/31/2019,203,185,,43,,11,,12,0,,,44,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,36,9/7/2019,180,159,,41,,,,,,,0,29,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2019,37,9/14/2019,205,190,,56,,10,,,,,0,45,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2019,38,9/21/2019,192,180,,46,,10,,,,,,46,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,39,9/28/2019,209,194,,44,,,,,,,,53,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,40,10/5/2019,203,186,,41,,13,,,,,0,53,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2019,41,10/12/2019,201,191,0,48,,14,,,,,,38,11,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,42,10/19/2019,203,176,,40,,,,,,,,41,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,43,10/26/2019,188,168,,44,,,,,,,0,45,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2019,44,11/2/2019,190,172,,39,,,,,,,,48,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,45,11/9/2019,190,170,,49,,,0,16,,,,29,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,46,11/16/2019,192,175,,44,,,,,0,,,36,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,47,11/23/2019,233,215,0,57,,,,10,,,,44,10,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,48,11/30/2019,211,193,,45,,16,,,,,,49,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,49,12/7/2019,220,201,0,35,,,,,,,,59,10,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,50,12/14/2019,192,175,,35,,10,,,,,,47,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,51,12/21/2019,219,197,,45,,14,,,,,,54,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,52,12/28/2019,221,205,0,51,,,,,,,,50,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,1,1/4/2020,225,205,,34,,17,,11,0,,,59,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,2,1/11/2020,201,183,,40,,,,,0,,,47,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,3,1/18/2020,204,190,,36,10,,,16,,,0,43,10,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Rhode Island,2020,4,1/25/2020,198,174,,28,10,,,,,,0,47,14,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Rhode Island,2020,5,2/1/2020,220,205,,45,11,12,,,,,0,53,,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2020,6,2/8/2020,243,220,,49,12,12,,12,,,,55,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,7,2/15/2020,181,164,0,27,,13,,15,,,,37,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,8,2/22/2020,205,192,0,48,,,,11,0,,,36,11,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,9,2/29/2020,236,219,,43,,,,,,,,67,13,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,10,3/7/2020,253,229,,52,,15,,12,0,0,,61,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,11,3/14/2020,195,180,,48,,,,16,,,,44,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,12,3/21/2020,219,206,,40,,14,,21,,,,42,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,13,3/28/2020,198,185,,34,,10,0,,,0,,46,12,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Rhode Island,2020,14,4/4/2020,234,220,,49,,,,14,,,,47,,22,16,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,15,4/11/2020,243,222,,35,,15,,,,,,51,,49,39,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,16,4/18/2020,270,260,,32,,19,,,,,,47,,92,76,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,17,4/25/2020,292,283,0,35,,10,,11,,0,,52,,99,91,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,18,5/2/2020,329,312,0,46,,14,,11,,,,43,,122,114,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,19,5/9/2020,371,361,,55,,18,,,,,16,42,,130,113,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2020,20,5/16/2020,290,280,,44,,,,,,,11,52,,107,94,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2020,21,5/23/2020,267,255,,34,,18,,,,,10,34,,95,80,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2020,22,5/30/2020,239,231,,40,,15,0,,,,14,40,,64,55,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2020,23,6/6/2020,211,206,,36,11,11,,,,,13,45,,41,34,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2020,24,6/13/2020,153,150,,24,,,0,,,,,44,,15,13,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,25,6/20/2020,80,77,0,27,,,0,,,0,,13,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Rhode Island,2020,26,6/27/2020,19,17,0,,0,,0,,0,,,,,0,0,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
South Carolina,2019,1,1/5/2019,990,886,21,187,37,40,19,69,12,16,,201,47,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2019,2,1/12/2019,999,910,16,192,32,53,23,59,15,18,,202,63,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2019,3,1/19/2019,1034,945,13,193,32,47,27,65,15,24,11,237,56,0,0,,,,,,,,,,,,,,,
South Carolina,2019,4,1/26/2019,1034,925,13,205,30,52,,66,18,22,,220,57,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
South Carolina,2019,5,2/2/2019,1015,907,12,203,35,49,13,58,19,17,15,208,47,0,0,,,,,,,,,,,,,,,
South Carolina,2019,6,2/9/2019,1037,937,16,204,32,51,12,72,22,18,12,213,64,0,0,,,,,,,,,,,,,,,
South Carolina,2019,7,2/16/2019,1001,923,17,193,30,54,26,70,15,25,12,220,42,0,0,,,,,,,,,,,,,,,
South Carolina,2019,8,2/23/2019,1035,960,13,207,33,50,21,66,22,20,,230,41,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2019,9,3/2/2019,936,854,20,181,27,50,21,55,,17,,206,53,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
South Carolina,2019,10,3/9/2019,1006,914,21,200,30,40,16,75,17,24,14,223,62,0,0,,,,,,,,,,,,,,,
South Carolina,2019,11,3/16/2019,1005,916,19,204,30,48,19,55,23,17,11,211,50,0,0,,,,,,,,,,,,,,,
South Carolina,2019,12,3/23/2019,1044,947,17,204,47,33,23,64,14,22,,214,55,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2019,13,3/30/2019,931,847,18,189,22,51,13,55,19,19,15,170,59,0,0,,,,,,,,,,,,,,,
South Carolina,2019,14,4/6/2019,983,901,18,223,34,41,20,62,16,19,18,217,43,0,0,,,,,,,,,,,,,,,
South Carolina,2019,15,4/13/2019,925,831,11,203,32,38,13,45,13,16,13,184,38,0,0,,,,,,,,,,,,,,,
South Carolina,2019,16,4/20/2019,889,806,12,201,27,51,,59,10,15,,194,36,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
South Carolina,2019,17,4/27/2019,937,859,17,175,35,52,13,67,16,19,14,199,51,0,0,,,,,,,,,,,,,,,
South Carolina,2019,18,5/4/2019,973,888,20,208,37,38,12,51,12,18,10,218,58,0,0,,,,,,,,,,,,,,,
South Carolina,2019,19,5/11/2019,938,844,11,188,25,38,11,63,12,23,,210,53,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2019,20,5/18/2019,996,901,20,193,37,31,13,67,14,22,17,216,46,0,0,,,,,,,,,,,,,,,
South Carolina,2019,21,5/25/2019,968,857,14,213,38,31,10,57,16,17,12,206,31,0,0,,,,,,,,,,,,,,,
South Carolina,2019,22,6/1/2019,937,841,21,185,26,50,,54,15,16,,199,45,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
South Carolina,2019,23,6/8/2019,919,845,11,198,38,40,10,56,15,17,,173,46,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2019,24,6/15/2019,964,871,11,199,34,44,11,62,17,16,13,203,47,0,0,,,,,,,,,,,,,,,
South Carolina,2019,25,6/22/2019,959,873,11,202,27,49,,48,17,19,14,204,56,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2019,26,6/29/2019,890,818,18,213,30,28,,53,18,13,,208,46,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
South Carolina,2019,27,7/6/2019,936,841,18,185,35,42,,46,12,13,12,223,43,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2019,28,7/13/2019,855,773,21,195,26,43,,42,22,18,15,168,40,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2019,29,7/20/2019,916,805,19,179,29,40,,52,16,17,15,194,37,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2019,30,7/27/2019,910,808,,204,20,31,,61,15,17,,173,44,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
South Carolina,2019,31,8/3/2019,864,775,15,205,32,34,,34,14,22,12,158,51,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2019,32,8/10/2019,961,857,15,214,39,44,,46,12,18,16,203,35,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2019,33,8/17/2019,885,800,18,202,21,31,,43,13,16,,180,59,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
South Carolina,2019,34,8/24/2019,911,825,12,197,31,37,,37,11,23,10,216,48,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2019,35,8/31/2019,901,818,,202,23,29,,45,19,18,,187,56,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
South Carolina,2019,36,9/7/2019,930,820,24,168,25,47,,46,19,18,,174,61,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
South Carolina,2019,37,9/14/2019,902,803,20,193,37,45,,46,13,16,12,174,44,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2019,38,9/21/2019,921,829,13,179,39,48,10,51,20,16,,187,62,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2019,39,9/28/2019,938,833,18,189,21,40,11,44,14,11,13,221,56,0,0,,,,,,,,,,,,,,,
South Carolina,2019,40,10/5/2019,940,836,21,187,27,55,,38,17,19,12,193,43,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2019,41,10/12/2019,901,810,17,199,23,33,11,40,,17,,194,50,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
South Carolina,2019,42,10/19/2019,891,803,13,173,22,45,,52,17,22,,184,51,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
South Carolina,2019,43,10/26/2019,970,880,22,213,34,49,14,44,17,17,10,194,42,0,0,,,,,,,,,,,,,,,
South Carolina,2019,44,11/2/2019,953,855,19,195,31,41,,52,22,19,10,196,51,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2019,45,11/9/2019,933,842,24,188,23,41,15,53,13,17,,178,61,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2019,46,11/16/2019,947,859,15,185,20,42,12,63,27,19,14,200,51,0,0,,,,,,,,,,,,,,,
South Carolina,2019,47,11/23/2019,963,869,14,199,23,38,12,58,22,25,,204,57,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2019,48,11/30/2019,1010,903,15,185,28,59,12,54,20,17,11,187,53,0,0,,,,,,,,,,,,,,,
South Carolina,2019,49,12/7/2019,1052,962,20,204,44,73,16,61,16,17,10,212,51,0,0,,,,,,,,,,,,,,,
South Carolina,2019,50,12/14/2019,1048,960,22,193,35,45,10,50,17,12,10,215,64,0,0,,,,,,,,,,,,,,,
South Carolina,2019,51,12/21/2019,1037,943,16,216,31,60,17,58,22,27,11,209,66,0,0,,,,,,,,,,,,,,,
South Carolina,2019,52,12/28/2019,1024,935,15,192,34,51,13,68,19,20,12,209,62,0,0,,,,,,,,,,,,,,,
South Carolina,2020,1,1/4/2020,1085,995,14,192,35,53,30,85,19,29,,221,52,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2020,2,1/11/2020,1080,988,24,210,41,55,21,70,33,27,12,212,47,0,0,,,,,,,,,,,,,,,
South Carolina,2020,3,1/18/2020,1048,952,14,221,40,39,19,71,18,27,,203,49,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2020,4,1/25/2020,1033,930,18,194,37,51,19,66,25,23,12,211,58,0,0,,,,,,,,,,,,,,,
South Carolina,2020,5,2/1/2020,1031,942,20,206,40,40,23,61,14,11,11,235,47,0,0,,,,,,,,,,,,,,,
South Carolina,2020,6,2/8/2020,1096,995,20,199,42,45,29,69,25,17,14,239,44,0,0,,,,,,,,,,,,,,,
South Carolina,2020,7,2/15/2020,1003,913,23,195,27,50,27,57,16,15,28,208,40,0,0,,,,,,,,,,,,,,,
South Carolina,2020,8,2/22/2020,1034,950,17,198,32,57,13,74,20,20,19,216,51,0,0,,,,,,,,,,,,,,,
South Carolina,2020,9,2/29/2020,1042,957,22,198,38,44,20,75,15,22,16,220,43,0,0,,,,,,,,,,,,,,,
South Carolina,2020,10,3/7/2020,1132,1022,11,217,36,61,24,61,26,19,23,238,69,0,0,,,,,,,,,,,,,,,
South Carolina,2020,11,3/14/2020,1103,1021,15,214,35,60,16,59,26,23,20,221,61,0,0,,,,,,,,,,,,,,,
South Carolina,2020,12,3/21/2020,1067,974,15,211,31,60,18,55,16,13,17,235,58,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
South Carolina,2020,13,3/28/2020,1037,956,13,215,31,47,21,59,27,30,27,202,49,19,17,,,,,,,,,,,,,,,
South Carolina,2020,14,4/4/2020,1048,962,14,187,44,55,15,60,21,18,25,211,36,36,35,,,,,,,,,,,,,,,
South Carolina,2020,15,4/11/2020,1132,1041,12,199,45,53,14,52,19,17,33,222,56,56,50,,,,,,,,,,,,,,,
South Carolina,2020,16,4/18/2020,1046,951,16,175,36,57,14,58,23,17,34,210,56,47,42,,,,,,,,,,,,,,,
South Carolina,2020,17,4/25/2020,1010,928,14,195,23,44,11,59,10,15,35,198,54,54,53,,,,,,,,,,,,,,,
South Carolina,2020,18,5/2/2020,1024,930,17,197,33,49,16,50,17,16,41,187,58,61,58,,,,,,,,,,,,,,,
South Carolina,2020,19,5/9/2020,1057,977,22,205,41,33,15,45,20,20,40,204,49,71,68,,,,,,,,,,,,,,,
South Carolina,2020,20,5/16/2020,1103,1025,15,199,34,46,10,69,10,12,66,189,56,67,65,,,,,,,,,,,,,,,
South Carolina,2020,21,5/23/2020,1035,944,16,208,41,35,,50,14,14,54,194,61,57,54,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2020,22,5/30/2020,1035,960,17,179,34,34,,51,14,13,77,174,50,63,58,,,,,,,Suppressed (counts 1-9),,,,,,,,
South Carolina,2020,23,6/6/2020,1006,946,17,191,20,47,15,57,13,19,80,182,46,59,52,,,,,,,,,,,,,,,
South Carolina,2020,24,6/13/2020,1021,935,14,204,29,50,11,51,19,19,64,166,40,37,33,,,,,,,,,,,,,,,
South Carolina,2020,25,6/20/2020,772,730,,140,34,35,,42,,13,74,142,47,26,23,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
South Carolina,2020,26,6/27/2020,528,502,,100,16,22,,29,12,12,47,100,35,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2019,1,1/5/2019,169,155,,44,,,,16,,,,34,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
